益万家直播列表,#genre#
CCTV-13新闻,https://live-play.cctvnews.cctv.com/cctv/merge_cctv13_mhd.m3u8?auth_key=1635962688-0-e013f973588e41599d7751a912170d78-fd33c55f8befe5c00fb32fee650348c0
CCTV-13新闻,https://live-play.cctvnews.cctv.com/cctv/merge_cctv13_mud.m3u8
CCTV-13新闻,http://cyz32.livehbindex.hbcatv.cn/live/5000002081f5478882f00a0f9be4b01f.m3u8?bitrate=2300&pt=5
CCTV-13新闻,http://39.134.24.162/dbiptv.sn.chinamobile.com/PLTV/88888890/224/3221226233/index.m3u8?
CCTV-13新闻,http://1.195.111.251:11190/tsfile/live/0013_1.m3u8
CCTV-14少儿,http://125.210.152.19:9120/live/hzgq-cctvsegq-h264.m3u8
CCTV-14少儿,http://cyz32.livehbindex.hbcatv.cn/live/8a22035194884b1eb5515aac434c313c.m3u8?bitrate=2300&pt=5
CCTV-14少儿,https://live.goodiptv.club/api/bestv.php?id=cctvsehd8m/8000000
CCTV-14少儿,http://111.20.35.103:6610/yinhe/2/ch00000090990000001019/index.m3u8?virtualDomain=yinhe.live_hls.zte.com&IASHttpSessionId=
CCTV-15音乐,http://125.210.152.19:9120/live/hzgq-cctvmusicgq-h264.m3u8
CCTV-15音乐,http://39.134.24.162/dbiptv.sn.chinamobile.com/PLTV/88888890/224/3221225785/index.m3u8
CCTV-15音乐,http://cyz32.livehbindex.hbcatv.cn/live/50000020f44f4f4b8aa33925dba216df.m3u8?bitrate=2300&pt=5
CCTV-15音乐,https://live.goodiptv.club/api/bestv.php?id=cctv15hd8m/8000000
CCTV-16奥林匹克,http://111.20.40.169/PLTV/88888893/224/3221226921/index.m3u8
CCTV-16奥林匹克,http://111.20.40.168/PLTV/88888893/224/3221226921/index.m3u8
CCTV-16奥林匹克,http://111.20.40.165/PLTV/88888893/224/3221226921/index.m3u8
CCTV-16奥林匹克,http://111.20.40.164/PLTV/88888893/224/3221226921/index.m3u8
CCTV-16奥林匹克,http://111.20.40.160/PLTV/88888893/224/3221226921/index.m3u8
CCTV-16奥林匹克,http://39.134.24.162/dbiptv.sn.chinamobile.com/PLTV/88888890/224/3221226921/index.m3u8?
CCTV-16奥林匹克,http://125.210.152.19:9120/live/hzgq-cctv16gq-h264.m3u8
CCTV-16奥林匹克,https://live.goodiptv.club/api/bestv.php?id=cctv16hd8m/8000000
CCTV-17农业农村,https://live.goodiptv.club/api/bestv.php?id=cctv17hd8m/8000000
CCTV-17农业农村,http://api2.52tb.xyz/info?id=19&token=20230326xflvzc
CCTV-17农业农村,http://cyz32.livehbindex.hbcatv.cn/live/500000208b8d41c4b436ef32428c229d.m3u8?bitrate=2300&pt=5
CCTV-17农业农村,http://111.20.35.103:6610/yinhe/2/ch00000090990000001301/index.m3u8?virtualDomain=yinhe.live_hls.zte.com&IASHttpSessionId=
CCTV-电视指南,http://111.20.40.160/PLTV/88888893/224/3221226987/index.m3u8
CCTV-电视指南,http://111.20.40.162/PLTV/88888893/224/3221226987/index.m3u8
CCTV-电视指南,http://111.20.40.163/PLTV/88888893/224/3221226987/index.m3u8
CCTV-风云音乐,http://111.20.40.162/PLTV/88888893/224/3221226953/index.m3u8
CCTV-风云音乐,http://111.20.40.163/PLTV/88888893/224/3221226953/index.m3u8
CCTV-风云音乐,http://111.20.40.164/PLTV/88888893/224/3221226953/index.m3u8
CCTV-风云音乐,http://111.20.40.165/PLTV/88888893/224/3221226953/index.m3u8
CCTV-风云音乐,http://111.20.40.160/PLTV/88888893/224/3221226953/index.m3u8
CCTV-风云剧场,http://111.20.40.160/PLTV/88888893/224/3221226950/index.m3u8
CCTV-风云剧场,http://111.20.40.162/PLTV/88888893/224/3221226950/index.m3u8
CCTV-风云剧场,http://111.20.40.163/PLTV/88888893/224/3221226950/index.m3u8
CCTV-风云剧场,http://111.20.40.164/PLTV/88888893/224/3221226950/index.m3u8
CCTV-风云剧场,http://111.20.40.165/PLTV/88888893/224/3221226950/index.m3u8
CCTV-风云足球,http://111.20.40.170/PLTV/88888893/224/3221226984/index.m3u8
CCTV-第一剧场,http://111.20.40.160/PLTV/88888893/224/3221226959/index.m3u8
CCTV-第一剧场,http://111.20.40.162/PLTV/88888893/224/3221226959/index.m3u8
CCTV-第一剧场,http://111.20.40.163/PLTV/88888893/224/3221226959/index.m3u8
CCTV-第一剧场,http://111.20.40.170/PLTV/88888893/224/3221226959/index.m3u8
CCTV-第一剧场,http://111.20.40.171/PLTV/88888893/224/3221226959/index.m3u8
CCTV-怀旧剧场,http://111.20.40.160/PLTV/88888893/224/3221226972/index.m3u8
CCTV-怀旧剧场,http://111.20.40.162/PLTV/88888893/224/3221226972/index.m3u8
CCTV-怀旧剧场,http://111.20.40.163/PLTV/88888893/224/3221226972/index.m3u8
CCTV-怀旧剧场,http://111.20.40.170/PLTV/88888893/224/3221226972/index.m3u8
CCTV-怀旧剧场,http://111.20.40.171/PLTV/88888893/224/3221226972/index.m3u8
CCTV-世界地理,http://111.20.40.160/PLTV/88888893/224/3221226947/index.m3u8
CCTV-世界地理,http://111.20.40.162/PLTV/88888893/224/3221226947/index.m3u8
CCTV-世界地理,http://111.20.40.163/PLTV/88888893/224/3221226947/index.m3u8
CCTV-世界地理,http://111.20.40.170/PLTV/88888893/224/3221226947/index.m3u8
CCTV-世界地理,http://111.20.40.171/PLTV/88888893/224/3221226947/index.m3u8
CCTV-世界地理,http://42.176.185.28:9901/tsfile/live/1037_1.m3u8
CCTV-兵器科技,http://111.20.40.160/PLTV/88888893/224/3221226975/index.m3u8
CCTV-兵器科技,http://111.20.40.162/PLTV/88888893/224/3221226975/index.m3u8
CCTV-兵器科技,http://111.20.40.163/PLTV/88888893/224/3221226975/index.m3u8
CCTV-兵器科技,http://111.20.40.170/PLTV/88888893/224/3221226975/index.m3u8
CCTV-兵器科技,http://111.20.40.171/PLTV/88888893/224/3221226975/index.m3u8
CCTV-兵器科技,http://42.176.185.28:9901/tsfile/live/1034_1.m3u8
CCTV-央视文化精品,http://111.20.40.164/PLTV/88888893/224/3221226981/index.m3u8
CCTV-央视文化精品,http://111.20.40.165/PLTV/88888893/224/3221226981/index.m3u8
CCTV-央视文化精品,http://111.20.40.166/PLTV/88888893/224/3221226981/index.m3u8
CCTV-央视文化精品,http://111.20.40.167/PLTV/88888893/224/3221226981/index.m3u8
CCTV-央视文化精品,http://111.20.40.160/PLTV/88888893/224/3221226981/index.m3u8
CCTV-女性时尚,http://111.20.40.171/PLTV/88888893/224/3221226969/index.m3u8
CCTV-女性时尚,http://111.20.40.170/PLTV/88888893/224/3221226969/index.m3u8
CCTV-女性时尚,http://111.20.40.163/PLTV/88888893/224/3221226969/index.m3u8
CCTV-女性时尚,http://111.20.40.162/PLTV/88888893/224/3221226969/index.m3u8
CCTV-老故事,http://39.134.24.162/dbiptv.sn.chinamobile.com/PLTV/88888890/224/3221226236/index.m3u8?
CCTV-4K超高清,http://159.75.85.63:5679/cctv4k.php
CHC高清电影,http://111.20.40.170/PLTV/88888893/224/3221226463/index.m3u8
CHC动作电影,http://22.7x9d.cn/tv/zx2023.php?id=445
CHC家庭影院,http://22.7x9d.cn/tv/zx2023.php?id=446
CGTN俄语,http://news.cgtn.com/resource/live/russian/cgtn-r.m3u8
CGTN俄语,http://liveru.cgtn.com/1000r/prog_index.m3u8
CGTN-国际频道,http://live.cgtn.com/1000/prog_index.m3u8
CGTN西班牙,http://news.cgtn.com/resource/live/espanol/cgtn-e.m3u8
CGTN西班牙,http://livees.cgtn.com/500e/prog_index.m3u8
CGTN法语,http://news.cgtn.com/resource/live/french/cgtn-f.m3u8
CGTN阿语,http://news.cgtn.com/resource/live/arabic/cgtn-a.m3u8
CGTN纪录,http://news.cgtn.com/resource/live/document/cgtn-doc.m3u8
书画频道,http://211.103.180.178:8234/live_hls/hdmi.m3u8
CETV1中教1台,http://txycsbl.centv.cn/zb/0628cetv1.m3u8
CETV2中教2台,http://txycsbl.centv.cn/zb/0822cetv2.m3u8
CETV3中教3台,http://txycsbl.centv.cn/zb/0822cetv3.m3u8
CETV4中教4台,http://txycsbl.centv.cn/zb/0822cetv4.m3u8


CCTV书画频道,http://yfsl.vsd.gehua.net.cn/live/ShuHuaPinDao_800.m3u8
CCTV书画频道,http://211.103.180.178:8234/live_hls/hdmi.m3u8
CCTV书画频道,http://httpdvb.slave.yqdtv.com:13164/playurl?&programid=4200000090&playtype=live&protocol=hls&accesstoken=G171CCF47V21307D1TAmcWo3dD3Z5Lgw3NLytCubjiqBduATRhk&playtoken=.m3u8

CCTV中国天气,http://yfsl.vsd.gehua.net.cn/live/ChinaQiXiangPinDao_2000.m3u8
CCTV中国天气,http://hls.weathertv.cn/tslslive/qCFIfHB/hls/live_sd.m3u8
CCTV中国天气,http://183.207.255.207/live/program/live/zgqx/1300000/mnf.m3u8

CETV1中教1台,http://txycsbl.centv.cn/zb/0628cetv1.m3u8
CETV1中教1台,http://yfsl.vsd.gehua.net.cn/live/CETV1_800.m3u8
CETV1中教1台,http://yfsl.vsd.gehua.net.cn/live/CETV1HD_1200.m3u8
CETV1中教1台,http://183.207.255.207/live/program/live/zgjy1ott/4000000/mnf.m3u8
